utterance,ltl_formula
go to c b h a and d,& F c & F b & F h & F a F d
go to c b h d and a,& F c & F b & F h & F d F a
go to c d a b and h,& F c & F d & F a & F b F h
go to c d a h and b,& F c & F d & F a & F h F b
go to c d b a and h,& F c & F d & F b & F a F h
go to c d b h and a,& F c & F d & F b & F h F a
go to c d h a and b,& F c & F d & F h & F a F b
go to c d h b and a,& F c & F d & F h & F b F a
go to c h a b and d,& F c & F h & F a & F b F d
go to c h a d and b,& F c & F h & F a & F d F b
go to c h b a and d,& F c & F h & F b & F a F d
go to c h b d and a,& F c & F h & F b & F d F a
go to c h d a and b,& F c & F h & F d & F a F b
go to c h d b and a,& F c & F h & F d & F b F a
go to d a b c and h,& F d & F a & F b & F c F h
go to d a b h and c,& F d & F a & F b & F h F c
go to d a c b and h,& F d & F a & F c & F b F h
go to d a c h and b,& F d & F a & F c & F h F b
go to d a h b and c,& F d & F a & F h & F b F c
go to d a h c and b,& F d & F a & F h & F c F b
go to d b a c and h,& F d & F b & F a & F c F h
go to d b a h and c,& F d & F b & F a & F h F c
go to d b c a and h,& F d & F b & F c & F a F h
go to d b c h and a,& F d & F b & F c & F h F a
go to d b h a and c,& F d & F b & F h & F a F c
go to d b h c and a,& F d & F b & F h & F c F a
go to d c a b and h,& F d & F c & F a & F b F h
go to d c a h and b,& F d & F c & F a & F h F b
go to d c b a and h,& F d & F c & F b & F a F h
go to d c b h and a,& F d & F c & F b & F h F a
go to d c h a and b,& F d & F c & F h & F a F b
go to d c h b and a,& F d & F c & F h & F b F a
go to d h a b and c,& F d & F h & F a & F b F c
go to d h a c and b,& F d & F h & F a & F c F b
go to d h b a and c,& F d & F h & F b & F a F c
go to d h b c and a,& F d & F h & F b & F c F a
go to d h c a and b,& F d & F h & F c & F a F b
go to d h c b and a,& F d & F h & F c & F b F a
go to h a b c and d,& F h & F a & F b & F c F d
go to h a b d and c,& F h & F a & F b & F d F c
go to h a c b and d,& F h & F a & F c & F b F d
go to h a c d and b,& F h & F a & F c & F d F b
go to h a d b and c,& F h & F a & F d & F b F c
go to h a d c and b,& F h & F a & F d & F c F b
go to h b a c and d,& F h & F b & F a & F c F d
go to h b a d and c,& F h & F b & F a & F d F c
go to h b c a and d,& F h & F b & F c & F a F d
go to h b c d and a,& F h & F b & F c & F d F a
go to h b d a and c,& F h & F b & F d & F a F c
go to h b d c and a,& F h & F b & F d & F c F a
go to h c a b and d,& F h & F c & F a & F b F d
go to h c a d and b,& F h & F c & F a & F d F b
go to h c b a and d,& F h & F c & F b & F a F d
go to h c b d and a,& F h & F c & F b & F d F a
go to h c d a and b,& F h & F c & F d & F a F b
go to h c d b and a,& F h & F c & F d & F b F a
go to h d a b and c,& F h & F d & F a & F b F c
go to h d a c and b,& F h & F d & F a & F c F b
go to h d b a and c,& F h & F d & F b & F a F c
go to h d b c and a,& F h & F d & F b & F c F a
go to h d c a and b,& F h & F d & F c & F a F b
go to h d c b and a,& F h & F d & F c & F b F a
keep visiting a,G F a
keep going to a,G F a
make sure you frequent a infinitely,G F a
dont stop visiting a,G F a
make sure you visit a infinite times,G F a
eventually first visit a and then b after,F & a F b
eventually first visit b and then a after,F & b F a
visit a and then b,F & a F b
visit b and then a,F & b F a
go to a and sometime afterward visit b,F & a F b
go to b and sometime afterward visit a,F & b F a
visit a sometime afterwards visit b sometime afterwards visit c,F & a F & b F c
visit a sometime afterwards visit c sometime afterwards visit b,F & a F & c F b
visit b sometime afterwards visit a sometime afterwards visit c,F & b F & a F c
visit b sometime afterwards visit c sometime afterwards visit a,F & b F & c F a
visit c sometime afterwards visit a sometime afterwards visit b,F & c F & a F b
visit c sometime afterwards visit b sometime afterwards visit a,F & c F & b F a
in some sequence visit a b and c in that order,F & a F & b F c
in some sequence visit a c and b in that order,F & a F & c F b
in some sequence visit b a and c in that order,F & b F & a F c
in some sequence visit b c and a in that order,F & b F & c F a
in some sequence visit c a and b in that order,F & c F & a F b
in some sequence visit c b and a in that order,F & c F & b F a
eventually in some sequence visit a b c and d each must be followed by the next,F & a F & b F & c F d
eventually in some sequence visit a b d and c each must be followed by the next,F & a F & b F & d F c
eventually in some sequence visit a c b and d each must be followed by the next,F & a F & c F & b F d
eventually in some sequence visit a c d and b each must be followed by the next,F & a F & c F & d F b
eventually in some sequence visit a d b and c each must be followed by the next,F & a F & d F & b F c
eventually in some sequence visit a d c and b each must be followed by the next,F & a F & d F & c F b
eventually in some sequence visit b a c and d each must be followed by the next,F & b F & a F & c F d
eventually in some sequence visit b a d and c each must be followed by the next,F & b F & a F & d F c
eventually in some sequence visit b c a and d each must be followed by the next,F & b F & c F & a F d
eventually in some sequence visit b c d and a each must be followed by the next,F & b F & c F & d F a
eventually in some sequence visit b d a and c each must be followed by the next,F & b F & d F & a F c
eventually in some sequence visit b d c and a each must be followed by the next,F & b F & d F & c F a
eventually in some sequence visit c a b and d each must be followed by the next,F & c F & a F & b F d
eventually in some sequence visit c a d and b each must be followed by the next,F & c F & a F & d F b
eventually in some sequence visit c b a and d each must be followed by the next,F & c F & b F & a F d
eventually in some sequence visit c b d and a each must be followed by the next,F & c F & b F & d F a
eventually in some sequence visit c d a and b each must be followed by the next,F & c F & d F & a F b
eventually in some sequence visit c d b and a each must be followed by the next,F & c F & d F & b F a
eventually in some sequence visit d a b and c each must be followed by the next,F & d F & a F & b F c
eventually in some sequence visit d a c and b each must be followed by the next,F & d F & a F & c F b
eventually in some sequence visit d b a and c each must be followed by the next,F & d F & b F & a F c
eventually in some sequence visit d b c and a each must be followed by the next,F & d F & b F & c F a
eventually in some sequence visit d c a and b each must be followed by the next,F & d F & c F & a F b
eventually in some sequence visit d c b and a each must be followed by the next,F & d F & c F & b F a
visit a then visit b then visit c then visit d,F & a F & b F & c F d
visit a then visit b then visit d then visit c,F & a F & b F & d F c
visit a then visit c then visit b then visit d,F & a F & c F & b F d
visit a then visit c then visit d then visit b,F & a F & c F & d F b
visit a then visit d then visit b then visit c,F & a F & d F & b F c
visit a then visit d then visit c then visit b,F & a F & d F & c F b
visit b then visit a then visit c then visit d,F & b F & a F & c F d
visit b then visit a then visit d then visit c,F & b F & a F & d F c
visit b then visit c then visit a then visit d,F & b F & c F & a F d
visit b then visit c then visit d then visit a,F & b F & c F & d F a
visit b then visit d then visit a then visit c,F & b F & d F & a F c
visit b then visit d then visit c then visit a,F & b F & d F & c F a
visit c then visit a then visit b then visit d,F & c F & a F & b F d
visit c then visit a then visit d then visit b,F & c F & a F & d F b
visit c then visit b then visit a then visit d,F & c F & b F & a F d
visit c then visit b then visit d then visit a,F & c F & b F & d F a
visit c then visit d then visit a then visit b,F & c F & d F & a F b
visit c then visit d then visit b then visit a,F & c F & d F & b F a
visit d then visit a then visit b then visit c,F & d F & a F & b F c
visit d then visit a then visit c then visit b,F & d F & a F & c F b
visit d then visit b then visit a then visit c,F & d F & b F & a F c
visit d then visit b then visit c then visit a,F & d F & b F & c F a
visit d then visit c then visit a then visit b,F & d F & c F & a F b
visit d then visit c then visit b then visit a,F & d F & c F & b F a
visit a b c d and h in this order there can be other landmarks in between,F & a F & b F & c F & d F h
visit a b c h and d in this order there can be other landmarks in between,F & a F & b F & c F & h F d
visit a b d c and h in this order there can be other landmarks in between,F & a F & b F & d F & c F h
visit a b d h and c in this order there can be other landmarks in between,F & a F & b F & d F & h F c
visit a b h c and d in this order there can be other landmarks in between,F & a F & b F & h F & c F d
visit a b h d and c in this order there can be other landmarks in between,F & a F & b F & h F & d F c
visit a c b d and h in this order there can be other landmarks in between,F & a F & c F & b F & d F h
visit a c b h and d in this order there can be other landmarks in between,F & a F & c F & b F & h F d
visit a c d b and h in this order there can be other landmarks in between,F & a F & c F & d F & b F h
visit a c d h and b in this order there can be other landmarks in between,F & a F & c F & d F & h F b
visit a c h b and d in this order there can be other landmarks in between,F & a F & c F & h F & b F d
visit a c h d and b in this order there can be other landmarks in between,F & a F & c F & h F & d F b
visit a d b c and h in this order there can be other landmarks in between,F & a F & d F & b F & c F h
visit a d b h and c in this order there can be other landmarks in between,F & a F & d F & b F & h F c
visit a d c b and h in this order there can be other landmarks in between,F & a F & d F & c F & b F h
visit a d c h and b in this order there can be other landmarks in between,F & a F & d F & c F & h F b
visit a d h b and c in this order there can be other landmarks in between,F & a F & d F & h F & b F c
visit a d h c and b in this order there can be other landmarks in between,F & a F & d F & h F & c F b
visit a h b c and d in this order there can be other landmarks in between,F & a F & h F & b F & c F d
visit a h b d and c in this order there can be other landmarks in between,F & a F & h F & b F & d F c
visit a h c b and d in this order there can be other landmarks in between,F & a F & h F & c F & b F d
visit a h c d and b in this order there can be other landmarks in between,F & a F & h F & c F & d F b
visit a h d b and c in this order there can be other landmarks in between,F & a F & h F & d F & b F c
visit a h d c and b in this order there can be other landmarks in between,F & a F & h F & d F & c F b
visit b a c d and h in this order there can be other landmarks in between,F & b F & a F & c F & d F h
visit b a c h and d in this order there can be other landmarks in between,F & b F & a F & c F & h F d
visit b a d c and h in this order there can be other landmarks in between,F & b F & a F & d F & c F h
visit b a d h and c in this order there can be other landmarks in between,F & b F & a F & d F & h F c
visit b a h c and d in this order there can be other landmarks in between,F & b F & a F & h F & c F d
visit b a h d and c in this order there can be other landmarks in between,F & b F & a F & h F & d F c
visit b c a d and h in this order there can be other landmarks in between,F & b F & c F & a F & d F h
visit b c a h and d in this order there can be other landmarks in between,F & b F & c F & a F & h F d
visit b c d a and h in this order there can be other landmarks in between,F & b F & c F & d F & a F h
visit b c d h and a in this order there can be other landmarks in between,F & b F & c F & d F & h F a
visit b c h a and d in this order there can be other landmarks in between,F & b F & c F & h F & a F d
visit b c h d and a in this order there can be other landmarks in between,F & b F & c F & h F & d F a
visit b d a c and h in this order there can be other landmarks in between,F & b F & d F & a F & c F h
visit b d a h and c in this order there can be other landmarks in between,F & b F & d F & a F & h F c
visit b d c a and h in this order there can be other landmarks in between,F & b F & d F & c F & a F h
visit b d c h and a in this order there can be other landmarks in between,F & b F & d F & c F & h F a
visit b d h a and c in this order there can be other landmarks in between,F & b F & d F & h F & a F c
visit b d h c and a in this order there can be other landmarks in between,F & b F & d F & h F & c F a
visit b h a c and d in this order there can be other landmarks in between,F & b F & h F & a F & c F d
visit b h a d and c in this order there can be other landmarks in between,F & b F & h F & a F & d F c
visit b h c a and d in this order there can be other landmarks in between,F & b F & h F & c F & a F d
visit b h c d and a in this order there can be other landmarks in between,F & b F & h F & c F & d F a
visit b h d a and c in this order there can be other landmarks in between,F & b F & h F & d F & a F c
visit b h d c and a in this order there can be other landmarks in between,F & b F & h F & d F & c F a
visit c a b d and h in this order there can be other landmarks in between,F & c F & a F & b F & d F h
visit c a b h and d in this order there can be other landmarks in between,F & c F & a F & b F & h F d
visit c a d b and h in this order there can be other landmarks in between,F & c F & a F & d F & b F h
visit c a d h and b in this order there can be other landmarks in between,F & c F & a F & d F & h F b
visit c a h b and d in this order there can be other landmarks in between,F & c F & a F & h F & b F d
visit c a h d and b in this order there can be other landmarks in between,F & c F & a F & h F & d F b
visit c b a d and h in this order there can be other landmarks in between,F & c F & b F & a F & d F h
visit c b a h and d in this order there can be other landmarks in between,F & c F & b F & a F & h F d
